origin_country,product_variation_size_id,urgency_text,price,retail_price,rating,merchant_rating,units_sold,uses_ad_boosts,badge_product_quality
0.16152728000372707,-0.7463735776822373,-1.520248065388089,1.9524441858157147,-0.30606813033174896,-0.11819725041427265,0.4698321727349338,-0.4531967449324121,-0.8737579268871934,-0.2834733547569205
0.16152728000372707,-0.12509480116724947,-1.520248065388089,-0.08277540850022595,-0.04246116625709772,-0.7198939329438796,-0.6481190259833879,1.674334371818648,1.1444817485805825,-0.2834733547569205
0.16152728000372707,-0.12509480116724947,-1.520248065388089,-0.08277540850022595,0.6495071144388618,-0.48697908809370954,-0.20768934480726,-0.4531967449324121,-0.8737579268871934,-0.2834733547569205
0.16152728000372707,-0.7463735776822373,0.6551899212896133,-0.08277540850022595,-0.5037733533877373,0.4058611504986124,-0.05818388388261415,0.0706677009007635,1.1444817485805825,-0.2834733547569205
0.16152728000372707,1.0656895204864774,-1.520248065388089,-1.4260203407487466,-0.6685277059343944,-1.3992288970902111,-0.150251614062962,-0.4531967449324121,1.1444817485805825,-0.2834733547569205
0.16152728000372707,-1.5269546045856837,0.6551899212896133,-1.1207374016013556,-0.47082248287840595,2.2885894797041586,-2.5629964989326988,-0.4628187449579194,-0.8737579268871934,-0.2834733547569205
0.16152728000372707,-0.12509480116724947,0.6551899212896133,-0.33717785778971854,-0.5696750944064002,0.03707931281917465,0.21577846959721098,4.881667713654417,-0.8737579268871934,-0.2834733547569205
0.16152728000372707,-1.5269546045856837,0.6551899212896133,0.9348343886577444,-0.40492074185974314,-0.11819725041427265,-1.7149662879470977,-0.35697674467733903,-0.8737579268871934,-0.2834733547569205
0.16152728000372707,-0.7463735776822373,-1.520248065388089,0.6804319393682517,2.0004928053214495,-0.6810747921355178,-1.120232386535015,-0.4531967449324121,1.1444817485805825,-0.2834733547569205
0.16152728000372707,1.0656895204864774,0.6551899212896133,-0.6475488459228994,-0.04246116625709772,-0.42875037688116635,-0.1588928182844393,0.0706677009007635,-0.8737579268871934,-0.2834733547569205
